1134,ditch,[dit?],n.沟，沟渠，渠道
1135,dive,[daiv],vi.跳水；潜水；俯冲
1136,diverge,[dai'v?:d?],vi.分岔；分歧
1137,diverse,[dai'v?:s],a.不一样的，相异的
1138,diversion,[dai'v?:??n],n.转移；改道；娱乐
1139,divert,[dai'v?:t],vt.使转向 vi.转移
1140,divine,[di'vain],a.神的；敬神的
1141,division,[di'vi??n],n.分，分配；除法
1142,divorce,[di'v?:s],n.离婚，离异 vi.离婚
1143,dizzy,['dizi],a.头晕眼花的，眩晕的
1144,dock,[d?k],vt.把…引入船坞
1145,dock,[d?k],n.船坞；码头；船厂
1146,doctrine,['d?ktrin],n.教义，主义；学说
1147,documentary,[??d?kju'ment?ri],a.纪录的，文献的
1148,dome,[d?um],n.圆屋顶，拱顶
1149,domestic,[d?'mestik],a.养在家里的
1150,domestic,[d?'mestik],a.本国的；家庭的
1151,dominant,['d?min?nt],a.统治的 n.主因
1152,dominate,['d?mineit],vt.统治，支配，控制
1153,doom,[du:m],n.命运，毁灭 vt.注定
1154,door,[d?:],n.门，通道；一家
1155,dorm,[d?:m],n.宿舍
1156,dormitory,['d?:mit?ri],n.集体寝室；宿舍
1157,dose,[d?us],n.剂量，用量；一剂
1158,doubt,[daut],n.怀疑；疑虑 vt.怀疑
1159,doubtful,['dautful],a.难以预测的；怀疑的
1160,doubtless,['dautlis],ad.无疑地；很可能
1161,downward,['daunw?d],a.向下的 ad.向下地
1162,draft,[drɑ:ft],n.草稿；汇票 vt.起草
1163,drag,[dr?g],vt.拖，拉；拖曳
1164,dragon,['dr?g?n],n.龙；凶暴的人
1165,drain,[drein],vi.(水等)流掉
1166,drain,[drein],vt.排去；放水 n.耗竭
1167,drainage,['dreinid?],n.排水；下水道
1168,drama,['drɑ:m?],n.戏剧性事件；戏剧性
1169,dramatic,[dr?'m?tik],a.引人注目的，戏剧的
1170,drastic,['dr?stik],a.激烈的；严厉的
1171,draw,[dr?:],vt.画，划；拖；拨出
1172,drawback,['dr?:b?k],n.退款；妨碍；弊端
1173,drawer,[dr?:?],n.抽屉
1174,drawing,['dr?:i?],n.图画，素描；绘图
1175,dread,[dred],n.畏惧；恐怖 vt.惧怕
1176,dreadful,['dredful],a.可怕的；令人敬畏的
1177,dream,[dri:m],n.梦；梦想 vi.做梦
1178,dress,[dres],n.女服，童装；服装
1179,drift,[drift],vi.漂流，漂泊 n.漂流
1180,drill,[dril],n.钻头；操练 vi.钻孔
1181,drink,[dri?k],vt.饮 vi.喝 n.饮料
1182,drip,[drip],vi.滴下；漏水 n.水滴
1183,driver,['draiv?],n.驾驶员，司机
1184,drop,[dr?p],vt.使落下；降低
1185,drought,[draut],n.旱灾，干旱
1186,drown,[draun],vi.淹死，溺死
1187,drug,[dr?g],n.药，药物，药材
1188,drum,[dr?m],n.鼓；鼓状物，圆桶
1189,drunk,[dr??k],a.醉的；陶醉的
1190,duck,[d?k],n.鸭，雌鸭；鸭肉
1191,due,[dju:],a.预期的；应给的
1192,duke,[dju:k],n.公爵，君主；手
1193,dull,[d?l],a.枯燥的；不鲜明的
1194,dumb,[d?m],a.哑的；无言的
1195,dump,[d?mp],vt.倾卸，倾倒；倾销
1196,duplicate,['dju:plikit],n.复制品 vt.复制
1197,durable,['dju?r?bl],a.耐久的，耐用的
1198,duration,[dju?'rei??n],n.持续，持久
1199,during,['dju?ri?],prep.在…期间
1200,dusk,[d?sk],n.薄暮，黄昏，幽暗
1201,dust,[d?st],n.垃圾，废品，灰烬
1202,duty,['dju:ti],n.职责；责任；税
1203,dwarf,[dw?:f],n.矮子，侏儒
1204,dwell,[dwel],n.居住 vi.凝思，细想
1205,dwelling,['dweli?],n.住处，寓所
1206,dye,[dai],vt.染 n.染料；染色
1207,dying,['daii?],a.垂死的；临终的
1208,dynamic,[dai'n?mik],a.有活力的；动力的
1209,dynamic(al),[dai'n?mik(?l)],a.机能上的
1210,dynamo,['dain?m?u],n.发电机
1211,eagle,['i:gl],n.鹰
1212,earnest,['?:nist],a.认真的，诚恳的
1213,earnings,['?:ni?z],n.工资，收入；收益
1214,earth,[?:θ],n.地球；陆地，地面
1215,earthenware,['?:θ?nwe?],n.陶器
1216,earthquake,['?:θkweik],n.地震；大震荡
1217,eastward,['i:stw?d],a.&ad.向东的，向东
1218,echo,['ek?u],n.回声，反响 vi.重复
1219,eclipse,[i'klips],n.(日，月)食
1220,ecology,[i'k?l?d?i],n.生态学；个体生态学
1221,economic,[??i:k?'n?mik],a.经济的，经济学的
1222,economical,[??i:k?'n?mik?l],a.节约的；经济学的
1223,economically,[i:k?'n?mik?li],ad.节约地，在经济上
1224,economics,"[i:k?'n?miks, i:;-]",n.经济学；经济
1225,economy,[i'k?n?mi],n.经济；节约，节省
1226,edge,[ed?],n.边缘，边；刀口
1227,edition,[i'di??n],n.版，版本，版次
1228,editor,['edit?],n.编辑，编者，校订者
1229,editorial,[??edi't?:ri?l],n.社论，期刊的社论
1230,effect,[i'fekt],n.结果；效果，效力
1231,effective,[i'fektiv],a.有效的；有影响的
1232,efficiency,[i'fi??nsi],n.效率；功效，效能
1233,efficient,[i'fi??nt],a.效率高的，有能力的
1234,effort,['ef?t],n.努力；努力的成果
1235,Egyptian,[i'd?ip??n],a.埃及的 n.埃及人
1236,eject,[i'd?ekt],vt.逐出，排斥；喷射
1237,elaborate,"[i'l?b?r?t, -reit]",a.复杂的；精心制作的
1238,elapse,[i'l?ps],vi.(时间)过去，消逝
1239,elastic,[i'l?stik],n.松紧带 a.有弹性的
1240,elbow,['elb?u],n.肘，肘部；弯管
1241,election,[i'lek??n],n.选举，选择权；当选
1242,electric,[i'lektrik],a.电的，电动的
1243,electrical,[i'lektrik?l],a.电的，电气科学的
1244,electrician,[i;lek'tri??n],n.电工，电气技师
1245,electricity,[i;lek'trisiti],n.电，电学；电流
1246,electrode,[i'lektr?ud],n.电极；电焊条
1247,electron,[i'lektr?n],n.电子
1248,electronic,[i;lek'tr?nik],a.电子的
1249,electronics,[i;lek'tr?niks],n.电子学
1250,elegant,['elig?nt],a.(举止、服饰)雅致的
1251,element,['elim?nt],n.成分；要素；元素
1252,elemental,[eli'mentl],a.基本的；自然力的
1253,elementary,[??eli'ment?ri],a.基本的；初级的
1254,elephant,['elif?nt],n.象
1255,elevate,['eliveit],vt.提高(思想)；抬高
1256,elevation,[??eli'vei??n],n.高度；标高；隆肿
1257,elevator,['eliveit?],n.电梯；升降机
1258,eliminate,[i'limineit],vt.消灭，消除，排除
1259,elimination,[i;limi'nei??n],n.消灭，排除，消除
1260,elliptical,[i'liptik(?)l],a.椭圆的；省略的
1261,eloquence,['el?kw?ns],n.雄辩；口才，修辞
1262,elsewhere,[??elswe?],ad.在别处，向别处
1263,embarrass,[im'b?r?s],vt.使负债；使复杂化
1264,embarrass,[im'b?r?s],vt.使窘迫，使为难
1265,embassy,['emb?si],n.大使馆；大使的职务
1266,embody,[im'b?di],vt.体现；包含，收录
1267,embrace,[im'breis],vt.包括，包含；包围
1268,embrace,[im'breis],vt.拥抱；包括；包围
1269,embroidery,[im'br?id?ri],n.绣花，刺绣；绣制品
1270,emerge,[i'm?:d?],vi.浮现，出现；显露
1271,emerge,[i'm?:d?],vi.出现，涌现；冒出
1272,emergency,[i'm?:d??nsi],n.紧急情况，突然事件
1273,emigrate,['emigreit],vi.永久移居国外
1274,emission,[i'mi??n],n.散发；传播；发出物
1275,emit,[i'mit],vt.散发；发射；发表
1276,emotion,[i'm?u??n],n.情感，感情；激动
1277,emotional,[i'm?u??n?l],a.感情的，情绪的
1278,emperor,['emp?r?],n.皇帝
1279,emphasis,['emf?sis],n.强调，重点，重要性
1280,emphasize,['emf?saiz],vt.强调，着重
1281,empire,['empai?],n.帝国
1282,empirical,[im'pirik?l],a.经验主义的
1283,employ,[im'pl?i],vi.雇用；用；使忙于
1284,employee,[im'pl?i-i:],n.受雇者，雇员，雇工
1285,employer,[im'pl?i?],n.雇佣者，雇主
1286,employment,[im'pl?im?nt],n.工业；雇用；使用
1287,enable,[i'neib?l],vt.使能够，使可能
1288,enchant,[in't?ɑ:nt],vt.迷住；用魔法迷惑
1289,enclose,[in'kl?uz],vt.围住，圈起；附上
1290,enclosure,[in'kl?u??],n.围绕；围场，围栏
1291,encounter,[in'kaunt?],vt.遭遇，遇到 n.遭遇
1292,encourage,[in'k?rid?],vt.鼓励，支持，助长
1293,endanger,[in'deind??],vt.危及，危害
1294,endeavour,[in'dev?],vi.&n.努力，尽力
1295,ending,['endi?],n.结尾，结局；死亡
1296,endless,['endlis],a.无止境的
1297,endow,[in'dau],vt.资助；赋予，授予
1298,endurance,[in'dju?r?ns],n.耐久力，持久力
1299,endure,[in'dju?],vt.忍受；容忍
1300,energetic,[??en?'d?etik],a.积极的；精力旺盛的
1301,energize,['en?d?aiz],vt.给与…能量；电压
1302,energy,['en?d?i],n.活力；精力；能
1303,enforce,[in'f?:s],vt.实施，执行；强制
1304,engage,[in'geid?],vt.使(齿轮等)啮合
1305,engage,[in'geid?],vt.使从事于；聘用
1306,engagement,[in'geid?m?nt],n.婚约；约会，债务
1307,engine,['end?in],n.发动机，引擎；机车
1308,engineer,[??end?i'ni?],n.工程师，技师
1309,engineering,[??end?i'ni?ri?],n.工程，工程学
1310,enhance,[in'hɑ:ns],vt.提高，增加；夸张
1311,enlarge,[in'lɑ:d?],vt.扩大，扩展；放大
1312,enlighten,[in'laitn],vt.启发，开导；启蒙
1313,enormous,[i'n?:m?s],a.巨大的，庞大的
1314,enrich,[in'rit?],vt.使富裕；使丰富
1315,enroll,[in'r?ul],vt.登记，招收vi.参军
1316,ensure,[in'?u?],vt.保证；保护；赋予
1317,enterprise,['ent?praiz],n.艰巨的事业；事业心
1318,entertain,[??ent?'tein],vt.使欢乐；招待
1319,entertainment,[??ent?'teinm?nt],n.招待，招待会
1320,enthusiasm,[in'θju:zi?z?m],n.热情，热心，热忱
1321,enthusiastic,[inθju:zi'?stik],a.热情的，热心的
1322,entire,[in'tai?],a.全部的，整个的
1323,entitle,[in'taitl],vt.把…称作
1324,entitle,[in'taitl],vt.给…权利(或资格)
1325,entrance,['entr?ns],n.入口，门口；进入
1326,entreat,[in'tri:t],vt.&vi.恳求
1327,entry,['entri],n.通道；条目
1328,entry,['entri],n.入口处；登记；进入
1329,envelope,['env?l?up],n.信封；封套；封皮
1330,environment,[in'vai?r?nm?nt],n.环境，外界；围绕
1331,environmental,[in;vai?r?n'mentl],a.环境的，环境产生的
1332,envy,['envi],vt.&n.妒忌；羡慕
1333,episode,['epis?ud],n.一段情节；插曲
1334,epoch,['i:p?k],n.(新)时代；历元
1335,equal,['i:kw?l],a.相等的；平等的
1336,equality,[i'kw?liti],n.等同，平等；相等
1337,equation,[i'kwei??n],n.平衡；平均；反应式
1338,equation,[i'kwei??n],n.方程(式)；等式
1339,equator,[i'kweit?],n.赤道，天球赤道
1340,equilibrium,[??i:kwi'libri?m],n.平衡，均衡；均衡论
1341,equip,[i'kwip],vt.装备，配备
1342,equipment,[i'kwipm?nt],n.装备，设备，配备
1343,equivalent,[i'kwiv?l?nt],a.等面(体)积的
1344,equivalent,[i'kwiv?l?nt],a.相等的；等量的
1345,era,['i?r?],n.时代，年代；纪元
1346,erect,[i'rekt],a.竖起的
1347,erect,[i'rekt],vt.建造；使竖立
1348,erosion,[i'r?u??n],n.腐蚀，侵蚀；糜烂
1349,errand,['er?nd],n.差使，差事
1350,error,['er?],n.错误，谬误；差错
1351,escape,[i'skeip],vi.逃跑；逸出 n.逃跑
1352,escort,['esk?:t],n.&vt.护卫，护送
1353,especially,[i'spe??li],ad.特别，尤其，格外
1354,essay,[e'sei],n.短文，散文，小品文
1355,essence,['es?ns],n.本质，本体；精华
1356,essential,[i'sen??l],a.特发的；自发的
1357,essential,[i'sen??l],a.必要的，本质的
1358,establish,[i'st?bli?],vt.建立，设立；确立
1359,establishment,[i'st?bli?m?nt],n.建立，设立，确立
1360,estate,[i'steit],n.房地产；财产，产业
1361,estimate,"['estim?t, 'estimeit]",vt.估计，评价 n.估计
1362,eternal,[i't?:n?l],n.永久的；不朽的
1363,Europe,['ju?r?p],n.欧洲
1364,European,[ju?r?'pi:?n],a.欧洲的 n.欧洲人
1365,evaluate,[i'v?ljueit],vt.评价，估…的价
1366,evaporate,[i'v?p?reit],vt.使脱水vi.发散蒸气
1367,evaporate,[i'v?p?reit],vt.使蒸发 vi.蒸发
1368,evening,['i:vni?],n.傍晚，黄昏，晚上
1369,evenly,['i:v?nli],ad.一致地，平静地
1370,eventually,[i'vent?u?li],ad.终于；最后
1371,ever,['ev?],ad.在任何时候；曾经
1372,everlasting,[??ev?'lɑ:sti?],a.永久的；持久的
1373,evidence,['evid?ns],n.根据；证据，证人
1374,evident,['evid?nt],a.明显的，明白的
1375,evil,['i:v?l],n.邪恶；祸害 a.坏的
1376,evolution,[??i:v?'lu:??n],n.开方；(天体的)形成
1377,evolution,[??i:v?'lu:??n],n.进化，演化；发展
1378,evolve,[i'v?lv],vt.使进化；使发展
1379,exaggerate,[ig'z?d??reit],vt.&vi.夸大，夸张
1380,examination,[ig;z?mi'nei??n],n.考试；检查，细查
1381,examine,[ig'z?min],vt.检查，仔细观察
1382,example,[ig'zɑ:mp?l],n.例子，实例；模范
1383,exceed,[ik'si:d],vt.超过，胜过；超出
1384,exceedingly,[ik'si:di?li],ad.极端地，非常
1385,excel,[ik'sel],vt.胜过 vi.杰出
1386,excellent,['eks?l?nt],a.优秀的，杰出的
1387,except,[ik'sept],vt.把…除外，除去
1388,exception,[ik'sep??n],n.例外，除外
1389,exceptional,[ik'sep??n?l],a.例外的；优越的
1390,excess,['ekses],n.过度行为，暴行
1391,excess,['ekses],n.超越；过量；过度
1392,excessive,[ik'sesiv],a.过多的，极度的
1393,excessively,[ik'sesivli],ad.过分，极端地
1394,exchange,[iks't?eind?],vt.交换；交流 n.交换
1395,excite,[ik'sait],vt.使激动；引起
1396,exciting,[ik'saiti?],a.令人兴奋的
1397,exclaim,[ik'skleim],vi.呼喊；惊叫
1398,exclamation,[??ekskl?'mei??n],n.呼喊，惊叫；感叹
1399,exclude,[ik'sklu:d],vt.把…排除在外
1400,exclusive,[ik'sklu:siv],a.除外的；孤傲的
1401,exclusively,[ik'sklu:sivli],ad.专门地
1402,excursion,[ik'sk?:??n],n.离题
1403,excursion,[ik'sk?:??n],n.远足；短途旅行
1404,excuse,[ik'skju:z],vt.与…辩解；使免除
1405,excuse,[ik'skju:z],vt.原谅；免除 n.借口
1406,execute,['eksikju:t],vt.将…处死；实施
1407,execution,[??eksi'kju:??n],n.实行，执行；处死刑
1408,executive,[ig'zekjutiv],n.总经理，董事
1409,executive,[ig'zekjutiv],a.执行的 n.执行者
1410,exemplify,[ig'zemplifai],vt.举例证明(解释)
1411,exercise,['eks?saiz],n.锻炼，训练 vi.练习
1412,exert,[ig'z?:t],vt.发挥(威力)，施加
1413,exert,[ig'z?:t],vt.尽(力)，运用
1414,exhaust,[ig'z?:st],vt.使筋疲力尽；用尽
1415,exhibit,[ig'zibit],vt.显示；陈列，展览
1416,exhibition,[eksi'bi?(?)n],n.展览，陈列；展览会
1417,exile,"['eksail, 'egzail]",vt.流放 n.被流放者
1418,exist,[ig'zist],vi.存在；生存，生活
1419,existence,[ig'zist?ns],n.存在，实在；生存
1420,exit,['eksit],n.出口；退场 vi.退出
1421,expand,[ik'sp?nd],vt.扩大；使膨胀
1422,expansion,[ik'sp?n??n],n.扩大，扩充；扩张
1423,expect,[ik'spekt],vt.料想，认为
1424,expect,[ik'spekt],vt.预料，预期；等待
1425,expectation,[??ekspek'tei??n],n.期待，期望，预期
1426,expedition,[??ekspi'di??n],n.探险；探险队
1427,expel,[ik'spel],vt.驱逐，开除；排出
1428,expenditure,[ik'spendit??],n.(时间等)支出，消费
1429,experience,[ik'spi?ri?ns],n.经验，感受；经历
1430,experiment,[ik'sperim?nt],n.实验；试验
1431,experimental,[ik;speri'mentl],a.实验的，试验的
1432,experimentally,[ik;speri'ment?li],ad.实验上，实验性地
1433,experimentation,[eks;perimen'tei??n],n.实验，试验；实验法
1434,expire,[ik'spai?],vi.满期，到期；断气
1435,explain,[ik'splein],vt.解释；为…辩解
1436,explanation,[??ekspl?'nei??n],n.解释，说明；辩解
1437,explicit,[ik'splisit],a.明晰的；直率的
1438,explode,[ik'spl?ud],vt.使爆炸 vi.爆炸
1439,exploit,['ekspl?it],vt.剥削；利用；开拓
1440,exploration,[??ekspl?:'rei??n],n.考察；勘探；探查
1441,explore,[ik'spl?:],vt.&vi.探险，探索
1442,explosion,[ik'spl?u??n],n.爆炸，爆发，炸裂
1443,explosive,[ik'spl?usiv],n.炸药 a.爆炸的
1444,expose,[ik'sp?uz],vt.使暴露；揭露
1445,exposition,[??eksp?'zi??n],n.说明，解释；陈列
1446,exposure,[ik'sp?u??],n.暴露；揭露；曝光
1447,express,[ik'spres],vt.表示 n.快车，快递
1448,expression,[ik'spre??n],n.词句；表达；表情
1449,extend,[ik'stend],vt.延长；扩大；致
1450,extension,[ik'sten??n],n.延长部分；伸展
1451,extensive,[ik'stensiv],a.广阔的；广泛的
1452,extent,[ik'stent],n.广度；范围；程度
1453,exterior,[ik'sti?ri?],a.外部的；对外的
1454,external,[ik'st?:n?l],a.外部的，外面的
1455,extinct,[ik'sti?kt],a.绝种的；熄灭了的
1456,extinguish,[ik'sti?gwi?],vt.熄灭，扑灭；消灭
1457,extract,"[ik'str?kt, 'ekstr?kt]",vt.取出；榨取 n.摘录
1458,extraction,[ik'str?k??n],n.抽出；提取法；摘要
1459,extraordinarily,[ik'str?:d?n?rili],ad.非常地，特别地
1460,extraordinary,[ik'str?:din?ri],a.非同寻常的，特别的
1461,extravagant,[ik'str?v?g?nt],a.奢侈的；过度的
1462,extreme,[ik'stri:m],n.极端不同的性质
1463,extreme,[ik'stri:m],a.极度的；尽头的
1464,extremely,[ik'stri:mli],ad.极端，极其，非常
1465,eyesight,['aisait],n.视力，目力
1466,fable,['feib?l],n.寓言；虚构的故事
1467,fabric,['f?brik],n.织物，纺织品；结构
1468,fabricate,['f?brikeit],vt.制作，组合；捏造
1469,fabrication,[??f?bri'kei??n],n.制作，构成；捏造
1470,facilitate,[f?'siliteit],vt.使容易；助长
1471,facility,[f?'siliti],n.设备；容易；便利
1472,faction,['f?k??n],n.派别，宗派，小集团
1473,faculty,['f?k?lti],n.才能，能力；系，科
1474,fade,[feid],vi.褪色；逐渐消失
1475,Fahrenheit,['f?r?nhait],n.华氏温度计
1476,faint,[feint],a.微弱的；虚弱的
1477,fair,[fe?],a.美丽的
1478,fair,[fe?],a.公平的；相当的
1479,fairly,['fe?li],ad.相当；公平地
1480,faith,[feiθ],n.信任，信心；信仰
1481,faithful,['feiθf?l],a.忠诚的；如实的
1482,fake,[feik],n.假货，膺品 a.假的
1483,fame,[feim],n.名声，名望
1484,familiar,[f?'mili?],a.熟悉的；冒昧的
1485,family,['f?m?li],n.家，家庭；家族
1486,famine,['f?min],n.饥荒；严重的缺乏
1487,famous,['feim?s],a.著名的，出名的
1488,fan,[f?n],n.(运动等)狂热爱好者
1489,fancy,['f?nsi],n.想象力；设想；爱好
1490,fantastic,[f?n't?stik],a.空想的；奇异的
1491,fare,[fe?],n.车费，船费，票价
1492,farewell,[fe?'wel],int.再会 n.告别
1493,farmer,['fɑ:m?],n.农民，农夫；农场主
1494,farther,['fɑ:??],ad.更远地 a.更远的
1495,fascinate,['f?sineit],vt.迷住 vi.迷人
1496,fashion,['f???n],n.样子，方式；风尚
1497,fashionable,['f???n?b?l],a.流行的，时髦的
1498,fasten,['fɑ:s?n],vt.扎牢，扣住
1499,fastener,['fɑ:s?n?],n.扣件，钮扣，揿钮
1500,fatal,['feitl],a.致命的；命运的
1501,fate,[feit],n.命运，天数
1502,father,['fɑ:??],n.父亲；神父；创始人
1503,father-in-law,['fɑ:??inl?:],n.岳父；公公
1504,fatigue,[f?'ti:g],n.疲劳，劳累
1505,faultless,['f?:ltl?s],a.无过失的；无缺点的
1506,faulty,['f?:lti],a.有错误的，有缺点的
1507,favour,['feiv?],n.好感；赞同；恩惠
1508,favourable,['feiv?r?bl],a.有利的；赞成的
1509,favourite,['feiv?rit],a.特别受喜爱的
1510,fear,[fi?],n.害怕；担心 vt.害怕
1511,fearful,['fi?f?l],a.害怕的，可怕的
1512,fearless,['fi?l?s],a.无畏的，大胆的
1513,feasible,['fi:zib?l],a.可行的；可能的
1514,feast,[fi:st],n.盛宴，筵席；节日
1515,feather,['fe??],n.羽毛；翎毛；羽状物
1516,feature,['fi:t??],n.特征，特色；面貌
1517,February,['febru?ri],n.二月
1518,federal,['fed?r?l],a.联邦的；联盟的
1519,feeble,['fi:b?l],a.虚弱的；微弱的
1520,feed,[fi:d],vt.喂(养) vi.吃饲料
1521,feedback,['fi:db?k],n.回授，反馈，反应
1522,fell,[fel],vt.砍倒(树等)；砍伐
1523,fellow,['fel?u],n.人，家伙；伙伴
1524,fellowship,['fel?u?ip],n.伙伴关系；联谊会
1525,female,['fi:meil],n.雌性的动物；女子
1526,feminine,['feminin],a.女性的；女子气的
1527,fence,[fens],n.击剑(术) vi.击剑
1528,fence,[fens],n.栅栏
1529,ferrous,['fer?s],a.铁的；亚铁的
1530,ferry,['feri],n.渡船；渡口 vt.运送
1531,fertile,['f?:tail],a.(创造力)丰富的
1532,fertile,['f?:tail],a.肥沃的；多产的
1533,fertilizer,['f?:tilaiz?],n.肥料
1534,festival,['festiv?l],n.节日；音乐节
1535,fetch,[fet?],vt.拿来；请来，接去
1536,fever,['fi:v?],n.发热，发烧；狂热
1537,fibre,['faib?],n.纤维，纤维质
1538,fiction,['fik??n],n.小说；虚构，杜撰
1539,field,[fi:ld],n.田野；田；运动场
1540,fierce,[fi?s],a.凶猛的，狂热的
1541,fight,[fait],vi.打(仗)；斗争
1542,fighter,['fait?],n.斗争者；战斗机
1543,figure,['fig?],n.数字；外形；人物
1544,filament,['fil?m?nt],n.细丝；长丝；灯丝
1545,filter,['filt?],vi.滤过
1546,filter,['filt?],vt.过滤 n.滤纸
1547,filth,[filθ],n.污秽，污物；淫猥
1548,finance,['fain?ns],n.财政，金融；财源
1549,financial,[fi'n?n??l],a.财政的，金融的
1550,finding,['faindi?],n.发现；调查的结果
1551,finely,['fainli],ad.精细地，美好地
1552,finger,['fi?g?],n.手指；指状物
1553,finite,['fainait],a.有限的；有尽的
1554,fireman,['fai?m?n],n.消防队员；司炉工
1555,fireplace,['fai?pleis],n.壁炉
1556,firework,['fai?w?:k],n.爆竹，花炮，烟火
1557,firm,[f?:m],n.商行，商号，公司
1558,firmness,['f?:mnis],n.坚固，坚定，稳固
1559,first-rate,['f?:st-'reit],a.第一流的，优秀的
1560,fisherman,['fi??m?n],n.渔民，渔夫，打鱼人
1561,fission,['fi??n],n.裂开；分裂生殖
1562,fist,[fist],n.拳(头)
1563,fitness,[fitnis],n.适当，恰当；健康
1564,fitting,['fiti?],a.适当的 n.配合
1565,fix,[fiks],vt.使固定；决定
1566,fixture,['fikst??],n.固定；定期存款
1567,flag,[fl?g],n.旗，旗帜；旗舰旗
1568,flake,[fleik],n.片，薄片；肌膈
1569,flame,[fleim],vi.发火焰 vt.点燃
1570,flame,[fleim],n.火焰；光辉；热情
1571,flank,[fl??k],n.肋，肋腹；侧面
1572,flannel,['fl?nl],n.法兰绒；法兰绒衣服
1573,flap,[fl?p],vt.&n.拍打 vi.拍动
1574,flare,[fle?],vi.闪耀 vt.使闪亮
1575,flash,[fl??],n.闪光 vi.闪，闪烁
1576,flask,[flɑ:sk],n.瓶；火药筒；砂箱
1577,flat,[fl?t],a.平的，扁平的
1578,flatten,['fl?tn],vt.把…弄平；击倒
1579,flatter,['fl?t?],vt.奉承，阿谀，谄媚
1580,flavour,['fleiv?],n.味，味道；风味
1581,flaw,[fl?:],n.缺点，瑕疵；裂隙
1582,flee,[fli:],vi.逃走 vt.逃避
1583,fleet,[fli:t],n.舰队；船队，机群
1584,flexible,['fleks?b?l],a.灵活的，可变通的
1585,flight,[flait],n.溃退，逃跑；外流
1586,flight,[flait],n.航班；飞行；逃跑
1587,fling,[fli?],vi.&vt.(用力)扔，抛
1588,float,[fl?ut],n.漂浮物；浮标，木筏
1589,float,[fl?ut],vi.漂浮 vt.使漂浮
1590,flock,[fl?k],vi.群集，聚集
1591,flock,[fl?k],n.羊群，群；大量
1592,flood,[fl?d],n.洪水 vt.淹没
1593,flour,['flau?],n.面粉，粉；粉状物质
1594,flourish,['fl?ri?],vi.繁荣，茂盛，兴旺
1595,flu,[flu:],n.流行性感冒
1596,fluctuate,['fl?kt?ueit],vi.波动 vt.使波动
1597,fluctuation,[??fl?ktju'ei??n],n.波动；脉动；踌躇
1598,fluent,['flu:?nt],a.流利的，流畅的
1599,fluid,['flu:id],n.流体，液体
1600,flush,[fl??],n.兴奋，脸红；发烧
1601,flush,[fl??],vi.奔流；(脸)发红
1602,flutter,['fl?t?],vi.(鸟)振翼；飘动
1603,foam,[f?um],n.泡沫；泡沫塑料
1604,fog,[f?g],n.雾；烟雾，尘雾
1605,fold,[f?uld],vt.折叠；合拢 n.褶
1606,folk,[f?uk],n.人们，家属，亲属
1607,follow,['f?l?u],vt.从事(职业)，经营
1608,follow,['f?l?u],vt.跟随；结果是
1609,follower,['f?l?u?],n.契据的附面；从动件
1610,following,['f?l?ui?],a.接着的；下列的
1611,fond,[f?nd],a.喜爱的；溺爱的
1612,footpath,['futpɑ:θ],n.小路，人行道
1613,footstep,['futstep],n.脚步；脚步声；足迹
1614,forbid,[f?'bid],vt.禁止，不许；阻止
1615,force,[f?:s],vt.强迫 n.力，力量
1616,fore,[f?:],ad.在前面 a.先前的
1617,forecast,['f?:kɑ:st],n.预测，预报 vt.预示
1618,forehead,['f?rid],n.额头，前部
1619,foreign,['f?rin],a.无关的
1620,foreigner,['f?rin?],n.外国人
1621,foremost,['f?:m?ust],a.最初的；第一流的
1622,foresee,[f?:'si:],vt.预见，预知，看穿
1623,forest,['f?rist],n.森林；森林地带
1624,forever,[f?'rev?],ad.永远，总是，老是
1625,forge,[f?:d?],vt.打(铁等)，锻造
1626,forgive,[f?'giv],vt.原谅，饶恕，宽恕
1627,fork,[f?:k],n.餐叉；叉；分叉
1628,form,[f?:m],n.形式；形状 vt.形成
1629,formal,['f?:m?l],a.正式的；礼仪上的
1630,formation,[f?:'mei??n],n.形成；构成；形成物
1631,formerly,['f?:m?li],ad.以前，从前
1632,formidable,['f?:mid?b?l],a.可怕的；难对付的
1633,formula,['f?:mjul?],n.公式，式
1634,formulate,['f?:mjuleit],vt.用公式表示
1635,formulation,[??f?:mju'lei??n],n.明确的表达
1636,forsake,[f?'seik],vt.遗弃，抛弃，摒绝
1637,fort,[f?:t],n.要塞，堡垒
1638,forth,[f?:θ],ad.向前；向外，往外
1639,forthcoming,[??f?:θ'k?mi?],a.即将到来的；现有的
1640,fortnight,['f?:tnait],n.两星期，十四天
1641,fortress,['f?:tris],n.堡垒，要塞
1642,fortunate,['f?:t??n?t],a.幸运的，侥幸的
1643,fortunately,['f?:t??n?tli],ad.幸运地，幸亏
1644,fortune,['f?:t??n],n.命运，运气；财产
1645,forum,['f?:r?m],n.论坛，讨论会
1646,forward,['f?:w?d],ad.向前；今后，往后
1647,fossil,['f?s?l],n.化石 a.化石的
1648,foster,['f?st?],vt.养育，抚养；培养
1649,foul,[faul],a.肮脏的；丑恶的
1650,found,[faund],vt.创立，创办；建立
1651,foundation,[faun'dei??n],n.基础；地基；基金
1652,fountain,['fauntin],n.泉水，喷泉；源泉
1653,fowl,[faul],n.家禽；禽肉
1654,fox,[f?ks],n.狐狸；狡猾的人
1655,fraction,['fr?k??n],n.分数；分馏的部分
1656,fraction,['fr?k??n],n.小部分；片断；分数
